iter	Logloss
0	0.6036498749
1	0.5194854069
2	0.4558762094
3	0.3536199177
4	0.3150520604
5	0.2821608766
6	0.2543817566
7	0.2312315409
8	0.2124186912
9	0.1957497735
10	0.1817035385
11	0.1696719101
12	0.1591533363
13	0.150542312
14	0.1426416863
15	0.1356996482
16	0.1213330667
17	0.1168811484
18	0.112862499
19	0.1092730929
20	0.102097134
21	0.09811843477
22	0.09139232718
23	0.08955943187
24	0.08756583156
25	0.0835584877
26	0.0802331312
27	0.07900156717
28	0.07791979099
29	0.07668507138
30	0.07567869967
31	0.07315785366
32	0.07168421609
33	0.070001795
34	0.06919249378
35	0.06819644098
36	0.06730327442
37	0.06659601413
38	0.06538977493
39	0.06488599592
40	0.0641953558
41	0.06341869206
42	0.06243343729
43	0.0620543568
44	0.0614971152
45	0.0610372541
46	0.06042553376
47	0.05967939787
48	0.05907082673
49	0.05863125219
50	0.05816703728
51	0.05783558187
52	0.05725205356
53	0.05691470827
54	0.0566399693
55	0.05633484559
56	0.05600983406
57	0.05579956247
58	0.0555322915
59	0.05540856564
60	0.05522577135
61	0.05501258507
62	0.05479186956
63	0.05461384164
64	0.05448522393
65	0.05423313214
66	0.05406270584
67	0.05390086677
68	0.05373482321
69	0.05365029651
70	0.0535088824
71	0.05326083911
72	0.05306437172
73	0.05290924851
74	0.05282567493
75	0.05269546783
76	0.05252626617
77	0.05242517388
78	0.05231203419
79	0.05219508606
80	0.05204128574
81	0.05192391828
82	0.05184249591
83	0.05169327869
84	0.05162383502
85	0.05154079322
86	0.05141934683
87	0.05133880176
88	0.05127554849
89	0.05118081266
90	0.05110905608
91	0.05105925271
92	0.0509482809
93	0.05089618441
94	0.05084368079
95	0.05076257586
96	0.05072391018
97	0.05066772515
98	0.05059678503
99	0.05054875249
100	0.05050173205
101	0.05043296133
102	0.05038297432
103	0.05032186796
104	0.05023482463
105	0.05015995359
106	0.05010991426
107	0.05004788962
108	0.04999135386
109	0.04995329475
110	0.04991915089
111	0.0498407866
112	0.04978800361
113	0.04971266176
114	0.04966939559
115	0.0496369388
116	0.04958686919
117	0.04953390977
118	0.04947028079
119	0.04937997158
120	0.04933925245
121	0.04928579788
122	0.04925140565
123	0.04920440624
124	0.04914351856
125	0.0491234979
126	0.04906369885
127	0.04901161283
128	0.04897669301
129	0.04893275317
130	0.04890737411
131	0.04886349465
132	0.04878420954
133	0.04873413928
134	0.04866506278
135	0.04860441251
136	0.04856269668
137	0.04851469276
138	0.04848150372
139	0.04845529848
140	0.04840447278
141	0.04837218443
142	0.04831133721
143	0.04824798426
144	0.04819355376
145	0.04815128491
146	0.04810429015
147	0.04807184181
148	0.0480289139
149	0.04800525905
150	0.04797231768
151	0.04793074373
152	0.04787028404
153	0.04784461074
154	0.04779347027
155	0.04776523506
156	0.0477372074
157	0.04769607043
158	0.04766359325
159	0.04763158361
160	0.04759786732
161	0.04756655103
162	0.04752737628
163	0.04748104214
164	0.04745729617
165	0.04742901951
166	0.0473986942
167	0.0473460022
168	0.0473032259
169	0.04727056592
170	0.04722848173
171	0.04719988451
172	0.04715943441
173	0.04713629529
174	0.0470848747
175	0.04703412854
176	0.0469988509
177	0.04696673377
178	0.04692384445
179	0.04686606745
180	0.04682043217
181	0.04678355236
182	0.04674130723
183	0.04670470981
184	0.0466714837
185	0.04664463406
186	0.04662168248
187	0.04657181738
188	0.04654606243
189	0.04650883533
190	0.04646459929
191	0.04644141751
192	0.04642307193
193	0.04638920031
194	0.04635757291
195	0.04631090149
196	0.04627562353
197	0.04624075005
198	0.04621879486
199	0.04619018227
200	0.04616508557
201	0.04611969475
202	0.04608620767
203	0.04604793802
204	0.04600795702
205	0.04597164495
206	0.04592255057
207	0.04589975672
208	0.04585861816
209	0.04583177826
210	0.04580758921
211	0.04576728471
212	0.0457236634
213	0.04567728537
214	0.04564105572
215	0.04560984263
216	0.04558693665
217	0.04556349027
218	0.04553404553
219	0.04549779659
220	0.04547141665
221	0.04545384061
222	0.04540793245
223	0.04539314715
224	0.04536266549
225	0.04532756896
226	0.04530786883
227	0.0452744407
228	0.04524337424
229	0.04518965498
230	0.04515621513
231	0.04513481325
232	0.04509338568
233	0.04504803182
234	0.04501632686
235	0.044994796
236	0.04495936445
237	0.0449272285
238	0.04491900004
239	0.04488179038
240	0.04484305601
241	0.044774181
242	0.04475434403
243	0.04472131883
244	0.04469664437
245	0.04467722232
246	0.04459340292
247	0.04456230061
248	0.04453580621
249	0.04452176592
250	0.04448073551
251	0.04446468048
252	0.04444352324
253	0.04439707398
254	0.04437815892
255	0.04431981786
256	0.04429670427
257	0.04425886925
258	0.04423116816
259	0.04421371557
260	0.04417013589
261	0.04413316791
262	0.04410800588
263	0.04407061216
264	0.04404168735
265	0.04401699796
266	0.04399309684
267	0.04397758932
268	0.04396918337
269	0.04392741427
270	0.04390828895
271	0.04389846456
272	0.04383735192
273	0.04381389825
274	0.04378495897
275	0.04375619662
276	0.04371924733
277	0.04367497845
278	0.04361333142
279	0.04357959003
280	0.04355814339
281	0.04352582441
282	0.04348168146
283	0.04344261399
284	0.04341194487
285	0.04340438646
286	0.04338120706
287	0.04335505505
288	0.04331283294
289	0.04325744378
290	0.04323724655
291	0.04322626797
292	0.04321625673
293	0.04318593892
294	0.04316666538
295	0.04315388481
296	0.04312819167
297	0.04312132756
298	0.04309377925
299	0.04308378875
300	0.04305374623
301	0.04301449156
302	0.04299793606
303	0.04297253098
304	0.04296499626
305	0.04293797758
306	0.0429070777
307	0.04287582346
308	0.04284646827
309	0.04280818832
310	0.04277184108
311	0.04276170934
312	0.04273997716
313	0.04273123847
314	0.04271375628
315	0.04267599004
316	0.0426528695
317	0.04263582876
318	0.04260256137
319	0.04257972154
320	0.04257124217
321	0.04253007445
322	0.0424887672
323	0.04246212591
324	0.04244918394
325	0.04243636264
326	0.04241963017
327	0.04239177604
328	0.04236302329
329	0.04232604457
330	0.04231965017
331	0.04230460757
332	0.04226355178
333	0.04224973538
334	0.042222986
335	0.04218311364
336	0.04214724513
337	0.04209109598
338	0.04204671087
339	0.04204251538
340	0.04201081741
341	0.04198366633
342	0.04197666959
343	0.04194935924
344	0.04193962147
345	0.04192884429
346	0.04191278687
347	0.04188782548
348	0.04185169959
349	0.04182560406
350	0.04180935026
351	0.04177957299
352	0.04176019553
353	0.04174721178
354	0.04170142715
355	0.04167494676
356	0.04161651242
357	0.04158053367
358	0.0415675503
359	0.04155685611
360	0.04152993179
361	0.04151534182
362	0.04150239435
363	0.04147790643
364	0.04143976926
365	0.04142878558
366	0.04141024075
367	0.04136752965
368	0.04133330988
369	0.04130606731
370	0.04127035154
371	0.04124593922
372	0.04120713819
373	0.04118937314
374	0.04116327224
375	0.04113911057
376	0.0410992395
377	0.04108659187
378	0.04107364765
379	0.04103042083
380	0.04100536172
381	0.04099263003
382	0.04096692302
383	0.04095503074
384	0.04093254187
385	0.04090430679
386	0.04089186337
387	0.04086135738
388	0.04081716481
389	0.04079448761
390	0.04076112462
391	0.04072805053
392	0.04069942611
393	0.04067333505
394	0.04066149388
395	0.04064564544
396	0.04062860172
397	0.04057317596
398	0.04053543903
399	0.0405161039
400	0.04048263018
401	0.04044922901
402	0.0404258534
403	0.04039102309
404	0.04037026402
405	0.040357029
406	0.04033214717
407	0.04030090533
408	0.04027384329
409	0.04026616222
410	0.04025538476
411	0.04021172324
412	0.04018723602
413	0.04016277398
414	0.04012187436
415	0.0401114825
416	0.04009813409
417	0.04008917465
418	0.04006398687
419	0.04005566004
420	0.0400329312
421	0.04000819075
422	0.03998370609
423	0.03995201203
424	0.03992389917
425	0.03988672706
426	0.03984589776
427	0.03982270027
428	0.03979187311
429	0.03974321563
430	0.0397213278
431	0.03971373719
432	0.03967758925
433	0.03965465675
434	0.03962261796
435	0.03959311016
436	0.03956588314
437	0.03952675662
438	0.03950607301
439	0.03948630166
440	0.03947692056
441	0.03944118064
442	0.03942674537
443	0.03940617
444	0.03938572293
445	0.03935776881
446	0.03934031358
447	0.03933200245
448	0.03932208833
449	0.03930383067
450	0.03928206887
451	0.0392731231
452	0.03926042608
453	0.03924056103
454	0.03918998491
455	0.03917388016
456	0.03915321164
457	0.03914259897
458	0.03911862789
459	0.03910988169
460	0.03906449027
461	0.03903581161
462	0.03901114393
463	0.03899199789
464	0.03896814808
465	0.03895816548
466	0.03893996149
467	0.03891667873
468	0.03889461242
469	0.03885851595
470	0.03885024595
471	0.03883554146
472	0.03880671024
473	0.03878784107
474	0.03876148749
475	0.03873754392
476	0.03871782525
477	0.03870445466
478	0.03868607613
479	0.03866686985
480	0.03863174475
481	0.0386142588
482	0.03858364768
483	0.03857324417
484	0.03856114139
485	0.0385261056
486	0.03850347765
487	0.03848298437
488	0.03844971758
489	0.0384427376
490	0.03842919843
491	0.03838585619
492	0.03836018463
493	0.03833267605
494	0.03831411868
495	0.038296241
496	0.03829072629
497	0.03825109172
498	0.03823751398
499	0.03820783981
500	0.03820269509
501	0.03818931169
502	0.03818060873
503	0.03816651966
504	0.03814692004
505	0.03811644089
506	0.03809237048
507	0.03807777927
508	0.03806074094
509	0.03805309758
510	0.03803211464
511	0.03801230216
512	0.03800093438
513	0.0379860576
514	0.03797056139
515	0.03796619728
516	0.03793294095
517	0.03791451253
518	0.03789935872
519	0.03788333579
520	0.03785644731
521	0.03783835658
522	0.03782909123
523	0.03782148911
524	0.03780043211
525	0.03778067831
526	0.03775613907
527	0.03773610491
528	0.03772866812
529	0.03771994175
530	0.03769224824
531	0.03764474908
532	0.03761867867
533	0.03761390977
534	0.03759030973
535	0.03757128405
536	0.03756013854
537	0.03755100113
538	0.0375361455
539	0.03752336842
540	0.03750332787
541	0.03749244668
542	0.03747720479
543	0.03745273794
544	0.03742477826
545	0.03740608494
546	0.03738133308
547	0.03735766551
548	0.03734156572
549	0.0373375293
550	0.03730679139
551	0.03727645904
552	0.03723817709
553	0.03721011312
554	0.03719457193
555	0.03718919509
556	0.03715951124
557	0.0371300808
558	0.03710446441
559	0.03708768483
560	0.03706783781
561	0.03701832374
562	0.03699279338
563	0.03697383879
564	0.03695976984
565	0.03694128887
566	0.03693061887
567	0.03690855588
568	0.03690147837
569	0.03687604366
570	0.03686943889
571	0.03685652902
572	0.03684426792
573	0.03682942061
574	0.03680149045
575	0.03676932808
576	0.0367503786
577	0.03672557062
578	0.03671623524
579	0.03669415635
580	0.03668756131
581	0.03668057379
582	0.03664935524
583	0.03663125533
584	0.0366164161
585	0.03660042006
586	0.03657689877
587	0.03653636543
588	0.036520375
589	0.03651583499
590	0.03649131884
591	0.03646877139
592	0.03646152613
593	0.03644904573
594	0.03641341862
595	0.03639631138
596	0.0363836817
597	0.03638060253
598	0.03635350677
