iter	Logloss
599	0.03631496714
600	0.03629574533
601	0.03626468
602	0.03622781964
603	0.03622020875
604	0.03620329298
605	0.03619050607
606	0.03617202403
607	0.03615213826
608	0.03613754396
609	0.03612126641
610	0.03609856601
611	0.03607440193
612	0.036044862
613	0.03602842566
614	0.03600124728
615	0.03598528726
616	0.03595849306
617	0.035940276
618	0.03593493203
619	0.0359039975
620	0.03588830593
621	0.03586968639
622	0.03585465625
623	0.03584982422
624	0.0358213071
625	0.03580217519
626	0.03577493846
627	0.03574466097
628	0.03573351397
629	0.03570642487
630	0.03569830538
631	0.0356736236
632	0.03564667763
633	0.03561363341
634	0.03558809904
635	0.03557212642
636	0.03556399964
637	0.03553983409
638	0.03553157562
639	0.03551044431
640	0.03548402823
641	0.03544221046
642	0.03543801928
643	0.03541353513
644	0.03539568438
645	0.03538194046
646	0.03534222293
647	0.03532161691
648	0.03529683148
649	0.03527982618
650	0.03527233216
651	0.03523133093
652	0.03520724049
653	0.03519081414
654	0.03518146222
655	0.035161095
656	0.03513474804
657	0.03511633452
658	0.03509862058
659	0.03508521016
660	0.03506490733
661	0.03504444394
662	0.03500731871
663	0.03498123936
664	0.03497115476
665	0.03495504346
666	0.03493702314
667	0.03491915123
668	0.03489380391
669	0.03486123269
670	0.03485156489
671	0.03484114556
672	0.03481625846
673	0.03478074262
674	0.03476317369
675	0.03474392138
676	0.03471844979
677	0.03470621592
678	0.03468545084
679	0.03464670049
680	0.03462980946
681	0.03461370107
682	0.03460493709
683	0.034597594
684	0.03458954216
685	0.03458279102
686	0.03458051135
687	0.03454979211
688	0.03452875189
689	0.03451743586
690	0.03449964838
691	0.03447613506
692	0.03446658208
693	0.03444622447
694	0.03442069812
695	0.03441326592
696	0.03439792625
697	0.0343880962
698	0.03436155285
699	0.03434063318
700	0.03430688556
701	0.03428167316
702	0.03426047136
703	0.0342359562
704	0.03423134544
705	0.03420233506
706	0.03418538815
707	0.03414728968
708	0.03412633085
709	0.03410571959
710	0.0340734717
711	0.03403747421
712	0.03401180917
713	0.03400217391
714	0.03398015406
715	0.03396993946
716	0.0339548921
717	0.03393634741
718	0.03390927802
719	0.03387327248
720	0.03384953993
721	0.03384520503
722	0.03382927555
723	0.03381358886
724	0.03380311645
725	0.03376092133
726	0.03374225266
727	0.03371840419
728	0.03370077364
729	0.03366143611
730	0.03362625819
731	0.0336096407
732	0.03358553824
733	0.03357435401
734	0.03354588375
735	0.03353536544
736	0.03351469307
737	0.03349756766
738	0.03348233025
739	0.0334605442
740	0.03344601557
741	0.03343421933
742	0.03341501264
743	0.03340683878
744	0.03339192154
745	0.03337351504
746	0.03333345458
747	0.03332215837
748	0.03331118611
749	0.03328560647
750	0.03327380351
751	0.033254645
752	0.03325117205
753	0.0332360037
754	0.03321741589
755	0.03320805526
756	0.03319261863
757	0.03318799447
758	0.0331461478
759	0.03312721457
760	0.03310041355
761	0.03307417552
762	0.03306132519
763	0.03304146588
764	0.03303073894
765	0.03301795796
766	0.03300271378
767	0.03298015972
768	0.03297089809
769	0.03294599687
770	0.03292538656
771	0.03290778451
772	0.03288302121
773	0.03285804197
774	0.03283104301
775	0.03280340561
776	0.0327953172
777	0.03276061272
778	0.03274049225
779	0.03271372068
780	0.03269561333
781	0.03267057956
782	0.03264865764
783	0.03262549296
784	0.03259610259
785	0.03256782965
786	0.03255473488
787	0.0325372394
788	0.03250012228
789	0.03246787375
790	0.03245414354
791	0.03242838228
792	0.03240815672
793	0.03240334083
794	0.03239679813
795	0.032387237
796	0.03236879864
797	0.03236411764
798	0.03235754552
799	0.03233466496
800	0.03230414162
801	0.0322957659
802	0.03226374757
803	0.03223871538
804	0.03221095339
805	0.03219249316
806	0.03215806959
807	0.03212690703
808	0.03210346233
809	0.03205625678
810	0.03203748004
811	0.03202187042
812	0.0320135859
813	0.03196389231
814	0.03193908041
815	0.03191432692
816	0.03186515376
817	0.03185395143
818	0.0318352402
819	0.03182423749
820	0.03180856099
821	0.03178096095
822	0.03175909697
823	0.0317520789
824	0.03174101917
825	0.03172360207
826	0.03170243714
827	0.03168857078
828	0.03167964008
829	0.03167115577
830	0.03166004093
831	0.03163367645
832	0.03160919065
833	0.0315785416
834	0.03157553274
835	0.03153179479
836	0.03152566187
837	0.03151689984
838	0.03150432544
839	0.03147752899
840	0.03146906143
841	0.03144913538
842	0.0314365311
843	0.03142556389
844	0.03141672554
845	0.03138524233
846	0.03136174007
847	0.03134463163
848	0.03131506672
849	0.03130422479
850	0.03128695299
851	0.03128017951
852	0.0312644356
853	0.03124351602
854	0.03121657806
855	0.03120467453
856	0.03118427283
857	0.03116789539
858	0.03114593405
859	0.03113537921
860	0.0311143574
861	0.03109648126
862	0.03107412688
863	0.03105764426
864	0.03105110147
865	0.03104025928
866	0.03103419043
867	0.03102953041
868	0.03101431735
869	0.03100719133
870	0.03098742136
871	0.03096734282
872	0.03095250563
873	0.03093493621
874	0.03092678771
875	0.03089378792
876	0.03088490862
877	0.03088146174
878	0.03087576001
879	0.03086497491
880	0.03084037787
881	0.03082301921
882	0.03080663879
883	0.03078281772
884	0.03076153888
885	0.03074577275
886	0.03073181543
887	0.0307178687
888	0.03069567796
889	0.03068222485
890	0.03066116502
891	0.03065698461
892	0.03062584833
893	0.03061627118
894	0.03060094785
895	0.03058561408
896	0.03057796441
897	0.03056736816
898	0.03054586267
899	0.03054320741
900	0.03052441971
901	0.03051306833
902	0.03049668867
903	0.03049352842
904	0.03047741711
905	0.03045015302
906	0.03042319316
907	0.0304076288
908	0.03037485323
909	0.03034672321
910	0.03032898132
911	0.03031120793
912	0.03028700751
913	0.03028125093
914	0.03026201402
915	0.03023829276
916	0.03021944282
917	0.0302127309
918	0.03020409783
919	0.03018465396
920	0.03015301657
921	0.0301399707
922	0.03011956116
923	0.03010502713
924	0.03009117653
925	0.03007088122
926	0.03005701499
927	0.0300464563
928	0.03002276042
929	0.03000164574
930	0.02998481787
931	0.02997534908
932	0.02995861952
933	0.02994703507
934	0.0299401718
935	0.02993499711
936	0.0299212674
937	0.02989264393
938	0.02988375689
939	0.02987160879
940	0.02986399391
941	0.02985446896
942	0.0298285435
943	0.02982030841
944	0.02980416321
945	0.02979501593
946	0.02977510363
947	0.02977155383
948	0.0297617752
949	0.02974577467
950	0.02974109841
951	0.02973303006
952	0.02972402663
953	0.0297079484
954	0.02967729685
955	0.02966547492
956	0.02964668143
957	0.02962896351
958	0.0296242573
959	0.02961000862
960	0.02959970765
961	0.02958136638
962	0.02957574033
963	0.02956001609
964	0.02954362647
965	0.02952005023
966	0.02949659382
967	0.02948122935
968	0.02945283833
969	0.02943577379
970	0.02941262444
971	0.02939657339
972	0.02937861417
973	0.02937032334
974	0.02936686584
975	0.0293572141
976	0.0293327295
977	0.02930639093
978	0.02928893811
979	0.02927414239
980	0.02924514938
981	0.02923167662
982	0.02922087376
983	0.02920270008
984	0.02916876954
985	0.02914862062
986	0.02911913617
987	0.02906734238
988	0.02904646677
989	0.02903282554
990	0.029020913
991	0.02900274009
992	0.0289925243
993	0.02898613752
994	0.02897672144
995	0.02896131694
996	0.0289407459
997	0.02891109806
998	0.02889209971
999	0.02888052119
